POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
12433,11.97,9.33,42.87,3.67,1.28,0.0,-2.5,-32.19,38.41,33.34,-15.16,2.6,0.0,106.18,-12.55,93.63
12434,13.89,9.06,49.9,4.6,0.35,0.0,-4.31,-31.55,35.5,32.31,-14.82,2.62,0.0,109.76,-12.2,97.56
12435,15.3,9.18,46.06,1.57,0.29,0.0,-3.4,-32.88,34.4,34.78,-15.05,2.64,0.0,105.3,-12.41,92.89
12436,11.72,12.55,47.17,2.49,1.06,0.0,-4.36,-31.9,34.86,33.89,-15.26,2.68,0.0,107.49,-12.58,94.91
12437,15.17,9.52,43.85,3.44,1.1,0.0,-2.9,-33.04,34.76,34.08,-14.64,2.65,0.0,105.98,-11.99,93.99
12438,9.9,7.92,44.18,2.3,0.06,0.0,-4.2,-32.63,35.93,34.38,-15.02,2.64,0.0,97.85,-12.37,85.48
12439,10.08,9.54,45.81,2.3,2.01,0.0,-3.65,-31.95,37.72,32.7,-14.93,2.67,0.0,104.56,-12.26,92.3
12440,14.22,10.59,49.23,2.29,0.25,0.0,-4.04,-33.64,37.02,35.79,-15.04,2.69,0.0,111.71,-12.35,99.36
12441,11.3,6.28,44.54,2.46,1.06,0.0,-4.63,-33.51,37.17,34.75,-14.39,2.68,0.0,99.42,-11.71,87.71
12442,16.3,12.84,49.62,2.42,1.92,0.0,-3.87,-33.24,36.82,34.89,-14.73,2.63,0.0,117.71,-12.09,105.62
12443,11.89,7.21,48.2,2.33,1.69,0.0,-3.63,-32.78,34.73,33.88,-15.14,2.66,0.0,103.53,-12.48,91.05
12444,12.39,9.15,46.51,3.34,0.41,0.0,-3.89,-32.96,38.95,34.9,-14.83,2.61,0.0,108.81,-12.22,96.59
12445,15.05,8.77,50.69,2.52,0.56,0.0,-2.56,-32.99,34.45,33.84,-14.67,2.63,0.0,110.33,-12.04,98.29
12446,7.1,11.92,50.63,2.95,0.64,0.0,-4.18,-33.24,38.72,33.88,-14.92,2.69,0.0,108.41,-12.24,96.17
12447,14.78,9.75,47.02,2.36,0.26,0.0,-3.73,-34.34,35.91,35.15,-14.34,2.68,0.0,107.15,-11.66,95.49
12448,9.35,4.97,46.13,1.84,1.23,0.0,-3.77,-32.75,37.3,34.06,-15.06,2.67,0.0,98.38,-12.38,85.99
12449,18.55,8.55,46.71,3.12,2.17,0.0,-3.44,-32.2,37.5,34.02,-15.37,2.65,0.0,114.98,-12.72,102.26
12450,9.23,5.27,46.8,2.08,0.2,0.0,-1.77,-32.54,39.81,34.89,-15.23,2.61,0.0,103.97,-12.63,91.35
12451,11.6,7.52,49.02,2.02,0.91,0.0,-4.76,-32.65,34.53,33.72,-14.55,2.66,0.0,101.92,-11.89,90.03
12452,11.46,13.68,43.71,2.96,2.15,0.0,-4.01,-32.48,39.64,33.59,-14.86,2.65,0.0,110.69,-12.21,98.48
12453,9.66,9.21,46.17,2.48,0.77,0.0,-4.53,-33.58,35.94,35.09,-14.67,2.64,0.0,101.22,-12.04,89.18
12454,14.83,11.29,44.06,4.6,1.56,0.0,-3.18,-32.9,34.58,34.1,-14.56,2.66,0.0,108.93,-11.9,97.03
12455,12.77,9.86,43.9,2.37,1.62,0.0,-4.45,-33.03,35.67,34.29,-14.51,2.64,0.0,103.0,-11.87,91.13
12456,10.08,8.25,49.61,2.15,0.61,0.0,-4.62,-32.37,37.86,33.51,-14.6,2.65,0.0,105.07,-11.95,93.12
12457,23.63,9.43,46.7,3.83,0.69,0.0,-4.03,-32.63,33.03,33.96,-15.11,2.68,0.0,114.61,-12.43,102.18
12458,15.65,7.2,43.85,2.24,0.43,0.0,-4.5,-32.76,32.89,34.15,-14.74,2.67,0.0,99.15,-12.07,87.09
12459,16.89,9.37,45.32,1.9,2.21,0.0,-3.36,-32.78,35.15,32.74,-14.62,2.66,0.0,107.44,-11.96,95.48
12460,13.49,8.26,44.95,2.38,0.12,0.0,-4.48,-33.03,35.47,34.35,-14.74,2.65,0.0,101.49,-12.09,89.4
12461,10.28,7.4,47.95,1.92,0.14,0.0,-3.78,-33.56,37.35,34.83,-14.79,2.69,0.0,102.51,-12.11,90.4
12462,15.62,9.12,48.1,3.48,0.56,0.0,-3.64,-33.28,33.5,35.06,-14.72,2.66,0.0,108.5,-12.05,96.45
12463,15.51,9.76,46.35,2.75,0.49,0.0,-3.52,-34.33,33.82,36.4,-14.7,2.67,0.0,107.22,-12.03,95.19
12464,13.83,6.81,45.05,2.31,0.28,0.0,-4.15,-32.57,35.27,33.34,-14.63,2.65,0.0,100.17,-11.98,88.19
12465,12.75,12.17,47.47,2.41,0.86,0.0,-4.14,-32.61,35.62,34.33,-14.87,2.65,0.0,108.87,-12.21,96.66
12466,16.53,13.73,42.33,3.28,1.42,0.0,-3.68,-33.19,37.27,34.79,-14.53,2.66,0.0,112.48,-11.87,100.61
12467,12.75,7.72,48.91,2.2,0.18,0.0,-4.21,-33.19,34.67,33.8,-14.68,2.69,0.0,102.83,-12.0,90.83
12468,8.61,8.9,43.91,2.37,1.56,0.0,-2.64,-32.36,37.58,33.18,-14.88,2.65,0.0,101.12,-12.22,88.89
12469,14.88,7.94,49.33,2.55,3.81,0.0,-3.79,-32.89,35.96,35.28,-15.37,2.63,0.0,113.08,-12.74,100.34
12470,6.54,9.8,47.1,2.13,0.4,0.0,-3.38,-34.42,44.19,35.68,-15.14,2.67,0.0,108.03,-12.47,95.57
12471,13.67,8.19,47.11,2.82,0.78,0.0,-4.2,-32.68,38.34,34.18,-14.64,2.64,0.0,108.21,-12.0,96.21
12472,16.07,8.29,45.42,1.98,1.57,0.0,-4.02,-33.38,34.32,33.18,-14.3,2.66,0.0,103.42,-11.64,91.78
12473,17.49,6.78,45.28,1.34,1.43,0.0,-3.82,-32.9,33.04,33.65,-14.64,2.67,0.0,102.29,-11.96,90.33
12474,15.69,7.57,46.46,1.83,0.56,0.0,-4.05,-32.85,38.52,34.58,-15.33,2.66,0.0,108.3,-12.67,95.63
12475,20.1,9.17,45.9,1.75,0.52,0.0,-3.7,-32.93,32.15,33.56,-15.03,2.66,0.0,106.51,-12.37,94.14
12476,8.2,5.22,43.03,1.77,0.48,0.0,-3.51,-34.18,38.03,34.95,-14.54,2.66,0.0,93.98,-11.88,82.1
12477,10.2,5.61,48.73,2.71,0.58,0.0,-3.74,-31.6,38.84,33.38,-15.31,2.59,0.0,104.72,-12.71,92.0
12478,11.06,8.38,45.2,1.8,0.23,0.0,-3.35,-33.27,39.43,34.52,-15.13,2.66,0.0,104.0,-12.47,91.53
12479,13.72,8.46,46.14,2.97,3.75,0.0,-4.19,-32.32,38.98,32.81,-14.4,2.65,0.0,110.33,-11.75,98.58
12480,12.08,6.52,43.88,1.61,0.59,0.0,-3.54,-33.03,35.25,34.27,-14.86,2.66,0.0,97.63,-12.2,85.43
12481,7.48,8.66,46.76,2.86,0.51,0.0,-3.52,-33.28,40.37,34.9,-14.76,2.64,0.0,104.75,-12.12,92.63
12482,7.13,6.44,45.06,2.34,1.09,0.0,-4.12,-31.85,39.49,32.99,-14.89,2.67,0.0,98.57,-12.22,86.35
12483,12.26,8.62,48.27,2.95,0.42,0.0,-4.33,-34.17,37.54,36.0,-14.8,2.71,0.0,107.56,-12.09,95.47
12484,12.33,5.24,45.87,2.18,1.51,0.0,-3.62,-33.02,36.8,34.25,-14.49,2.66,0.0,101.54,-11.82,89.72
12485,17.67,8.29,48.25,2.54,0.55,0.0,-3.56,-31.55,32.18,33.88,-15.45,2.69,0.0,108.25,-12.76,95.49
12486,13.32,9.31,42.23,2.3,0.44,0.0,-3.59,-32.13,33.76,33.99,-14.74,2.66,0.0,99.63,-12.08,87.55
12487,14.37,5.91,47.99,1.67,1.24,0.0,-3.96,-32.21,38.17,33.04,-15.01,2.65,0.0,106.22,-12.36,93.85
12488,10.97,5.42,46.22,2.65,0.54,0.0,-3.98,-33.56,35.76,34.78,-14.99,2.68,0.0,98.81,-12.32,86.49
12489,13.33,9.0,42.78,2.2,2.79,0.0,-2.38,-34.75,35.69,34.8,-14.41,2.66,0.0,103.47,-11.75,91.72
12490,11.74,8.55,47.1,2.71,0.31,0.0,-4.65,-32.97,36.39,34.4,-15.1,2.68,0.0,103.58,-12.42,91.16
12491,18.94,6.7,44.88,2.66,1.35,0.0,-2.73,-32.65,32.97,33.87,-15.03,2.69,0.0,105.98,-12.34,93.64
12492,11.06,9.43,49.85,1.21,0.2,0.0,-4.27,-32.21,35.38,34.42,-15.24,2.67,0.0,105.06,-12.56,92.49
12493,12.46,11.03,47.15,3.24,0.23,0.0,-4.01,-33.56,35.9,34.3,-14.42,2.67,0.0,106.74,-11.75,94.98
12494,11.79,9.0,49.68,1.66,1.34,0.0,-4.5,-32.01,35.67,33.11,-14.73,2.67,0.0,105.74,-12.06,93.68
12495,9.41,9.38,48.17,2.26,1.24,0.0,-4.65,-33.69,39.69,34.28,-14.46,2.65,0.0,106.08,-11.81,94.27
12496,14.5,6.99,45.16,3.14,0.63,0.0,-4.56,-31.91,34.03,33.89,-15.09,2.66,0.0,101.86,-12.43,89.43
12497,16.2,7.25,50.29,1.88,0.04,0.0,-3.97,-32.42,32.82,33.98,-15.29,2.63,0.0,106.07,-12.66,93.41
12498,14.4,7.94,48.56,2.54,0.52,0.0,-3.95,-33.31,39.47,34.75,-14.9,2.63,0.0,110.92,-12.27,98.65
12499,12.99,7.08,44.31,1.66,1.75,0.0,-4.24,-33.86,38.99,33.97,-14.32,2.68,0.0,102.65,-11.64,91.01
12500,11.23,9.43,47.8,2.24,1.56,0.0,-4.97,-32.68,36.46,33.78,-14.47,2.63,0.0,104.85,-11.84,93.01

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
12000,0.0,-0.0,-0.0,0.0,0.0,0.0,-47.48,-4.31,0.0,0.0,25.31,-3.68,0.0,-51.79,21.63,-30.16
12001,0.0,-0.0,0.0,0.0,0.0,0.0,-45.47,-3.19,-0.0,0.0,25.13,-3.69,0.0,-48.66,21.44,-27.22
12002,0.0,0.0,-0.0,-0.0,-0.0,0.0,-46.41,-3.19,0.0,0.0,24.42,-3.72,0.0,-49.6,20.7,-28.89
12003,-0.0,0.0,0.0,-0.0,0.0,0.0,-47.75,-1.96,-0.0,-0.0,24.67,-3.72,0.0,-49.71,20.95,-28.76
12004,0.0,0.0,0.0,0.0,0.0,0.0,-44.53,-4.24,-0.0,0.0,26.52,-3.73,0.0,-48.77,22.79,-25.98
12005,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-46.19,-4.14,-0.0,0.0,27.56,-3.7,0.0,-50.32,23.87,-26.46
12006,-0.0,0.0,-0.0,0.0,0.0,0.0,-46.67,-5.12,-0.0,0.0,22.81,-3.68,0.0,-51.78,19.13,-32.65
12007,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-43.47,-3.09,-0.0,-0.0,24.04,-3.76,0.0,-46.56,20.28,-26.29
12008,0.0,-0.0,-0.0,-0.0,0.0,0.0,-46.85,-2.29,-0.0,0.0,24.6,-3.83,0.0,-49.14,20.77,-28.36
12009,0.0,0.0,0.0,-0.0,-0.0,0.0,-47.2,-3.88,-0.0,-0.0,25.08,-3.68,0.0,-51.08,21.4,-29.68
12010,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-49.84,-4.65,0.0,0.0,27.39,-3.71,0.0,-54.49,23.68,-30.81
12011,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-45.29,-2.12,-0.0,-0.0,22.72,-3.68,0.0,-47.41,19.03,-28.38
12012,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-46.07,-1.97,-0.0,-0.0,21.17,-3.69,0.0,-48.04,17.48,-30.56
12013,0.0,-0.0,0.0,0.0,0.0,0.0,-46.21,-1.82,0.0,-0.0,21.5,-3.76,0.0,-48.03,17.73,-30.29
12014,0.0,0.0,0.0,-0.0,0.0,0.0,-45.11,-3.36,0.0,-0.0,22.71,-3.73,0.0,-48.47,18.98,-29.49
12015,-0.0,-0.0,0.0,0.0,-0.0,0.0,-46.97,-4.2,-0.0,-0.0,24.97,-3.71,0.0,-51.18,21.26,-29.91
12016,0.0,-0.0,0.0,-0.0,-0.0,0.0,-47.21,-1.45,0.0,0.0,24.04,-3.81,0.0,-48.66,20.23,-28.42
12017,-0.0,-0.0,-0.0,0.0,0.0,0.0,-46.99,-2.41,-0.0,-0.0,24.01,-3.7,0.0,-49.41,20.31,-29.09
12018,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-45.11,-6.76,0.0,-0.0,26.75,-3.64,0.0,-51.88,23.1,-28.77
12019,-0.0,-0.0,0.0,0.0,0.0,0.0,-47.37,-2.94,0.0,0.0,28.07,-3.78,0.0,-50.31,24.29,-26.02
12020,-0.0,0.0,0.0,0.0,-0.0,0.0,-46.26,-3.94,-0.0,-0.0,27.14,-3.69,0.0,-50.2,23.45,-26.75
12021,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-47.24,-1.37,0.0,0.0,23.34,-3.7,0.0,-48.6,19.64,-28.96
12022,-0.0,-0.0,0.0,0.0,-0.0,0.0,-46.5,-3.15,0.0,-0.0,25.08,-3.68,0.0,-49.65,21.4,-28.25
12023,0.0,0.0,0.0,0.0,0.0,0.0,-43.34,-2.65,0.0,0.0,24.1,-3.86,0.0,-45.99,20.25,-25.75
12024,-0.0,0.0,-0.0,0.0,-0.0,0.0,-47.92,-5.62,0.0,-0.0,25.71,-3.7,0.0,-53.55,22.01,-31.53
12025,0.0,0.0,0.0,-0.0,0.0,0.0,-46.18,-3.03,0.0,-0.0,25.55,-3.7,0.0,-49.22,21.86,-27.36
12026,-0.0,0.0,-0.0,0.0,0.0,0.0,-46.67,-2.31,0.0,0.0,25.02,-3.72,0.0,-48.98,21.3,-27.69
12027,0.0,-0.0,0.0,-0.0,-0.0,0.0,-45.3,-1.06,0.0,0.0,22.67,-3.63,0.0,-46.36,19.03,-27.33
12028,0.0,0.0,0.0,-0.0,-0.0,0.0,-46.38,-1.99,0.0,0.0,25.93,-3.65,0.0,-48.37,22.29,-26.08
12029,0.0,0.0,0.0,-0.0,-0.0,0.0,-48.58,-2.48,-0.0,0.0,24.59,-3.67,0.0,-51.06,20.92,-30.14
12030,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-46.39,-1.18,-0.0,0.0,20.97,-3.72,0.0,-47.57,17.26,-30.32
12031,0.0,-0.0,-0.0,0.0,-0.0,0.0,-45.01,-4.07,0.0,0.0,26.95,-3.72,0.0,-49.08,23.23,-25.85
12032,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-40.92,-4.0,0.0,-0.0,23.81,-3.7,0.0,-44.93,20.11,-24.82
12033,0.0,0.0,-0.0,-0.0,0.0,0.0,-47.2,-2.34,-0.0,0.0,22.63,-3.69,0.0,-49.54,18.94,-30.6
12034,0.0,0.0,-0.0,0.0,-0.0,0.0,-48.47,-3.48,0.0,-0.0,23.82,-3.57,0.0,-51.95,20.25,-31.7
12035,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-39.14,-3.88,-0.0,-0.0,23.02,-3.82,0.0,-43.02,19.2,-23.82
12036,0.0,0.0,-0.0,0.0,0.0,0.0,-45.08,-0.42,0.0,0.0,21.75,-3.79,0.0,-45.5,17.96,-27.54
12037,0.0,-0.0,-0.0,-0.0,0.0,0.0,-46.44,-3.87,-0.0,-0.0,26.06,-3.73,0.0,-50.31,22.33,-27.98
12038,0.0,-0.0,0.0,-0.0,-0.0,0.0,-45.45,-3.52,-0.0,-0.0,28.99,-3.88,0.0,-48.97,25.12,-23.85
12039,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-44.7,-2.89,0.0,0.0,24.01,-3.71,0.0,-47.59,20.3,-27.3
12040,-0.0,0.0,0.0,0.0,-0.0,0.0,-43.14,-3.18,0.0,-0.0,22.78,-3.74,0.0,-46.32,19.05,-27.28
12041,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-47.5,-2.33,0.0,-0.0,23.66,-3.63,0.0,-49.84,20.03,-29.81
12042,-0.0,-0.0,-0.0,0.0,0.0,0.0,-49.1,-4.27,0.0,-0.0,26.35,-3.67,0.0,-53.36,22.67,-30.69
12043,0.0,0.0,-0.0,-0.0,0.0,0.0,-42.93,-3.69,-0.0,0.0,25.59,-3.71,0.0,-46.62,21.89,-24.73
12044,0.0,-0.0,0.0,-0.0,0.0,0.0,-49.28,-4.92,-0.0,-0.0,27.78,-3.64,0.0,-54.19,24.14,-30.05
12045,-0.0,0.0,-0.0,0.0,0.0,0.0,-51.06,-1.96,-0.0,-0.0,24.88,-3.63,0.0,-53.02,21.25,-31.77
12046,0.0,0.0,-0.0,-0.0,-0.0,0.0,-46.39,0.53,-0.0,0.0,23.87,-3.76,0.0,-45.86,20.11,-25.74
12047,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-48.0,-2.12,0.0,0.0,25.29,-3.68,0.0,-50.12,21.62,-28.51
12048,-0.0,0.0,0.0,-0.0,0.0,0.0,-46.93,-3.83,-0.0,0.0,26.84,-3.73,0.0,-50.76,23.11,-27.65
12049,-0.0,-0.0,0.0,0.0,0.0,0.0,-45.55,-2.42,0.0,-0.0,24.26,-3.73,0.0,-47.97,20.53,-27.44
12050,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-46.1,-2.14,-0.0,0.0,25.42,-3.63,0.0,-48.24,21.79,-26.44
12051,-0.0,-0.0,0.0,-0.0,0.0,0.0,-43.56,-5.03,0.0,0.0,27.65,-3.8,0.0,-48.59,23.85,-24.74
12052,0.0,0.0,-0.0,-0.0,0.0,0.0,-46.4,-3.38,-0.0,0.0,24.13,-3.66,0.0,-49.78,20.48,-29.3
12053,0.0,0.0,-0.0,0.0,-0.0,0.0,-46.69,-4.5,0.0,-0.0,28.92,-3.78,0.0,-51.2,25.14,-26.05
12054,-0.0,-0.0,0.0,0.0,0.0,0.0,-47.79,-1.54,0.0,0.0,24.64,-3.78,0.0,-49.33,20.87,-28.46
12055,0.0,0.0,0.0,-0.0,0.0,0.0,-43.9,-1.8,0.0,0.0,26.23,-3.77,0.0,-45.7,22.46,-23.24
12056,0.0,0.0,-0.0,0.0,0.0,0.0,-43.14,-1.86,-0.0,0.0,25.68,-3.72,0.0,-45.01,21.96,-23.05
12057,-0.0,-0.0,0.0,0.0,0.0,0.0,-45.4,-2.46,-0.0,-0.0,25.48,-3.83,0.0,-47.86,21.65,-26.21
12058,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-46.42,-1.49,0.0,0.0,25.06,-3.77,0.0,-47.91,21.29,-26.62
12059,-0.0,0.0,0.0,-0.0,0.0,0.0,-45.47,-1.45,-0.0,-0.0,26.01,-3.56,0.0,-46.92,22.44,-24.47
12060,0.0,0.0,0.0,0.0,0.0,0.0,-44.62,-2.32,-0.0,0.0,25.68,-3.73,0.0,-46.94,21.95,-24.99
12061,-0.0,0.0,-0.0,0.0,-0.0,0.0,-47.95,-2.09,-0.0,-0.0,23.63,-3.79,0.0,-50.04,19.84,-30.2
12062,0.0,-0.0,-0.0,0.0,-0.0,0.0,-45.04,-0.79,0.0,0.0,24.75,-3.6,0.0,-45.83,21.15,-24.68
12063,-0.0,-0.0,-0.0,0.0,0.0,0.0,-46.52,-4.0,-0.0,0.0,26.21,-3.7,0.0,-50.52,22.5,-28.02
12064,-0.0,0.0,0.0,-0.0,-0.0,0.0,-46.08,-0.2,0.0,-0.0,24.58,-3.67,0.0,-46.28,20.91,-25.37
12065,-0.0,0.0,-0.0,0.0,-0.0,0.0,-44.63,-3.53,-0.0,0.0,26.63,-3.64,0.0,-48.16,22.99,-25.17
12066,-0.0,0.0,0.0,0.0,-0.0,0.0,-46.2,-4.13,0.0,0.0,27.78,-3.74,0.0,-50.34,24.04,-26.29
12067,0.0,0.0,0.0,-0.0,0.0,0.0,-44.3,-0.64,0.0,0.0,23.42,-3.67,0.0,-44.94,19.75,-25.19
12068,0.0,0.0,-0.0,0.0,-0.0,0.0,-47.07,-3.25,0.0,-0.0,25.86,-3.73,0.0,-50.32,22.13,-28.19
12069,-0.0,0.0,-0.0,0.0,0.0,0.0,-45.24,-1.25,-0.0,-0.0,21.94,-3.73,0.0,-46.49,18.22,-28.27
12070,0.0,0.0,0.0,-0.0,-0.0,0.0,-47.51,0.1,-0.0,-0.0,22.26,-3.81,0.0,-47.41,18.45,-28.96
12071,-0.0,0.0,0.0,0.0,-0.0,0.0,-46.19,-4.01,-0.0,0.0,25.04,-3.76,0.0,-50.2,21.28,-28.93
12072,0.0,0.0,-0.0,-0.0,0.0,0.0,-43.6,-3.97,-0.0,0.0,27.96,-3.79,0.0,-47.58,24.17,-23.41
12073,0.0,0.0,-0.0,0.0,-0.0,0.0,-47.01,-3.76,-0.0,0.0,26.56,-3.81,0.0,-50.77,22.75,-28.02
12074,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-47.29,-0.62,-0.0,0.0,26.34,-3.73,0.0,-47.92,22.61,-25.31
12075,-0.0,0.0,0.0,0.0,-0.0,0.0,-43.88,-3.93,-0.0,0.0,24.77,-3.67,0.0,-47.81,21.1,-26.71
12076,0.0,0.0,-0.0,0.0,0.0,0.0,-43.1,-0.78,-0.0,0.0,24.0,-3.83,0.0,-43.88,20.17,-23.7
12077,0.0,0.0,-0.0,0.0,-0.0,0.0,-45.91,-3.12,-0.0,0.0,23.73,-3.81,0.0,-49.02,19.92,-29.11
12078,0.0,0.0,-0.0,0.0,-0.0,0.0,-45.41,-2.82,0.0,-0.0,24.51,-3.65,0.0,-48.23,20.87,-27.36
12079,-0.0,0.0,-0.0,0.0,0.0,0.0,-45.07,-4.78,0.0,-0.0,27.6,-3.68,0.0,-49.86,23.92,-25.93
12080,-0.0,0.0,0.0,0.0,-0.0,0.0,-47.6,-6.16,-0.0,0.0,27.35,-3.7,0.0,-53.76,23.65,-30.11
12081,0.0,0.0,0.0,0.0,0.0,0.0,-45.92,-4.95,-0.0,0.0,27.67,-3.6,0.0,-50.87,24.08,-26.8
12082,0.0,-0.0,0.0,-0.0,0.0,0.0,-46.85,-3.9,-0.0,-0.0,25.89,-3.68,0.0,-50.76,22.2,-28.55
12083,-0.0,-0.0,0.0,-0.0,0.0,0.0,-45.13,-3.02,-0.0,0.0,29.84,-3.79,0.0,-48.15,26.05,-22.09
12084,0.0,-0.0,0.0,0.0,-0.0,0.0,-41.97,-2.41,0.0,0.0,23.83,-3.65,0.0,-44.38,20.18,-24.19
12085,-0.0,-0.0,0.0,-0.0,0.0,0.0,-44.14,-1.62,-0.0,-0.0,24.13,-3.78,0.0,-45.76,20.35,-25.41
12086,-0.0,0.0,0.0,-0.0,-0.0,0.0,-48.56,-3.71,-0.0,0.0,25.79,-3.7,0.0,-52.27,22.1,-30.17
12087,0.0,-0.0,0.0,-0.0,-0.0,0.0,-45.9,-2.33,-0.0,-0.0,24.62,-3.75,0.0,-48.23,20.87,-27.36
12088,0.0,-0.0,-0.0,0.0,0.0,0.0,-46.43,-3.0,-0.0,0.0,22.51,-3.7,0.0,-49.43,18.81,-30.62
12089,0.0,-0.0,0.0,-0.0,0.0,0.0,-44.89,-3.64,0.0,0.0,28.18,-3.81,0.0,-48.54,24.37,-24.17
12090,0.0,-0.0,-0.0,0.0,-0.0,0.0,-44.71,-1.61,0.0,-0.0,23.43,-3.71,0.0,-46.32,19.72,-26.61
12091,0.0,-0.0,-0.0,-0.0,0.0,0.0,-45.92,-0.83,0.0,-0.0,24.76,-3.75,0.0,-46.75,21.0,-25.75
12092,0.0,0.0,0.0,0.0,0.0,0.0,-43.19,0.36,0.0,-0.0,22.7,-3.71,0.0,-42.83,18.99,-23.84
12093,-0.0,-0.0,0.0,0.0,-0.0,0.0,-40.81,-3.39,0.0,-0.0,23.95,-3.87,0.0,-44.2,20.07,-24.13
12094,-0.0,0.0,-0.0,0.0,-0.0,0.0,-44.67,-2.04,0.0,0.0,24.37,-3.92,0.0,-46.71,20.45,-26.26
12095,-0.0,-0.0,0.0,0.0,0.0,0.0,-46.17,-3.64,-0.0,0.0,25.98,-3.8,0.0,-49.81,22.18,-27.63
12096,0.0,-0.0,0.0,-0.0,0.0,0.0,-45.48,-3.6,-0.0,0.0,23.55,-3.82,0.0,-49.09,19.73,-29.36
12097,0.0,-0.0,0.0,-0.0,0.0,0.0,-43.14,-5.12,0.0,0.0,25.54,-3.87,0.0,-48.26,21.67,-26.59
12098,0.0,0.0,0.0,-0.0,0.0,0.0,-43.97,-2.96,0.0,0.0,25.35,-3.82,0.0,-46.93,21.53,-25.4
12099,0.0,0.0,0.0,0.0,-0.0,0.0,-45.35,-3.51,-0.0,0.0,27.24,-3.8,0.0,-48.86,23.44,-25.42
12100,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-46.84,-1.56,0.0,0.0,25.43,-3.78,0.0,-48.4,21.65,-26.75
12101,0.0,-0.0,0.0,-0.0,-0.0,0.0,-46.49,-2.25,0.0,-0.0,25.22,-3.81,0.0,-48.74,21.41,-27.33
12102,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-43.08,-1.07,0.0,-0.0,23.13,-3.84,0.0,-44.16,19.29,-24.87
12103,0.0,-0.0,-0.0,0.0,0.0,0.0,-41.04,-2.23,0.0,-0.0,23.79,-3.96,0.0,-43.27,19.83,-23.43
12104,-0.0,-0.0,0.0,-0.0,0.0,0.0,-38.34,-3.21,0.0,-0.0,20.32,-4.0,0.0,-41.55,16.32,-25.23
12105,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-46.87,-2.02,0.0,0.0,22.8,-3.85,0.0,-48.89,18.95,-29.93
12106,0.0,0.0,0.0,0.0,0.0,0.0,-46.13,-1.22,0.0,0.0,19.37,-3.72,0.0,-47.36,15.65,-31.71
12107,-0.0,-0.0,-0.0,0.0,0.0,0.0,-42.39,-2.12,0.0,-0.0,22.5,-3.86,0.0,-44.5,18.64,-25.87
12108,0.0,-0.0,0.0,-0.0,0.0,0.0,-44.34,-2.3,-0.0,-0.0,24.07,-3.9,0.0,-46.64,20.17,-26.47
12109,-0.0,0.0,0.0,-0.0,-0.0,0.0,-45.99,-1.63,0.0,-0.0,23.25,-3.92,0.0,-47.62,19.32,-28.3
12110,0.0,0.0,-0.0,-0.0,0.0,0.0,-43.19,-1.33,0.0,0.0,20.04,-3.83,0.0,-44.52,16.21,-28.31
12111,0.0,0.0,0.0,-0.0,0.0,0.0,-43.24,-2.7,0.0,0.0,24.7,-3.92,0.0,-45.94,20.78,-25.16
12112,0.0,0.0,-0.0,-0.0,0.0,0.0,-47.21,-1.71,0.0,-0.0,24.01,-3.84,0.0,-48.92,20.17,-28.76
12113,0.0,-0.0,0.0,0.0,0.0,0.0,-47.8,0.89,-0.0,0.0,23.87,-3.76,0.0,-46.91,20.11,-26.8
12114,0.0,-0.0,-0.0,0.0,0.0,0.0,-46.81,-2.29,-0.0,0.0,23.71,-3.85,0.0,-49.09,19.86,-29.23
12115,0.0,0.0,-0.0,0.0,-0.0,0.0,-45.07,-3.1,-0.0,0.0,23.13,-3.9,0.0,-48.17,19.22,-28.94
12116,-0.0,0.0,-0.0,-0.0,0.0,0.0,-44.16,-2.48,-0.0,-0.0,23.18,-3.89,0.0,-46.64,19.29,-27.35
12117,-0.0,-0.0,-0.0,0.0,0.0,0.0,-44.38,-0.5,-0.0,0.0,23.12,-3.64,0.0,-44.88,19.48,-25.4
